Model,Cohort,Condition,Accuracy,AUROC,AUPRC,Precision,Recall,F1,Epochs,Train_Time_s,split_id,Variant,Seed,Test_Time_s,n_features,pos_rate
LSTM,SW,Sequence + Tabular,0.7242,0.8396,0.1125,0.0646,0.8182,0.1197,20.0,20.2,0f50fb19f263c430,collapse,3,,,
LSTM,SW,Sequence Only,0.3279,0.6176,0.0309,0.0289,0.8701,0.056,21.0,19.8,0f50fb19f263c430,collapse,4,,,
LSTM,SW,Sequence + Tabular,0.7284,0.8357,0.1152,0.0655,0.8182,0.1213,24.0,24.2,0f50fb19f263c430,collapse,4,,,
LSTM,SW,Sequence Only,0.4194,0.6185,0.0309,0.03,0.776,0.0577,33.0,31.0,0f50fb19f263c430,collapse,42,,,
LSTM,SW,Sequence + Tabular,0.6894,0.8389,0.1081,0.0599,0.8539,0.1119,21.0,21.2,0f50fb19f263c430,collapse,42,,,
LSTM,SW,Sequence Only,0.3882,0.5551,0.0889,0.0864,0.7232,0.1543,26.0,24.5,0f50fb19f263c430,corr,1,,,
LSTM,SW,Sequence + Tabular,0.8228,0.831,0.2677,0.2509,0.6528,0.3625,32.0,32.2,0f50fb19f263c430,corr,1,,,
LSTM,SW,Sequence Only,0.3353,0.55,0.0864,0.0836,0.7647,0.1508,13.0,12.4,0f50fb19f263c430,corr,2,,,
LSTM,SW,Sequence + Tabular,0.7739,0.8326,0.2726,0.219,0.7522,0.3393,27.0,27.3,0f50fb19f263c430,corr,2,,,
LSTM,SW,Sequence Only,0.3915,0.5555,0.0885,0.0863,0.7184,0.1541,29.0,27.7,0f50fb19f263c430,corr,3,,,
LSTM,SW,Sequence + Tabular,0.8049,0.8289,0.2653,0.2384,0.6962,0.3552,26.0,26.4,0f50fb19f263c430,corr,3,,,
LSTM,SW,Sequence Only,0.3947,0.5572,0.0893,0.0866,0.7165,0.1545,24.0,22.7,0f50fb19f263c430,corr,4,,,
LSTM,SW,Sequence + Tabular,0.785,0.8256,0.2609,0.2246,0.7281,0.3433,31.0,31.1,0f50fb19f263c430,corr,4,,,
LSTM,SW,Sequence Only,0.4041,0.5535,0.0885,0.0863,0.7011,0.1537,26.0,24.4,0f50fb19f263c430,corr,42,,,
LSTM,SW,Sequence + Tabular,0.7725,0.8342,0.2712,0.2177,0.7512,0.3376,30.0,30.0,0f50fb19f263c430,corr,42,,,
LSTM,SW,Sequence Only,0.4055,0.5614,0.1058,0.1049,0.7255,0.1832,31.0,29.1,0f50fb19f263c430,corrpacu,1,,,
LSTM,SW,Sequence + Tabular,0.8002,0.8341,0.3231,0.2758,0.7223,0.3992,32.0,32.2,0f50fb19f263c430,corrpacu,1,,,
LSTM,SW,Sequence Only,0.467,0.5637,0.1058,0.1077,0.6591,0.1852,29.0,27.1,0f50fb19f263c430,corrpacu,2,,,
LSTM,SW,Sequence + Tabular,0.8061,0.825,0.3082,0.2759,0.6834,0.3931,34.0,34.3,0f50fb19f263c430,corrpacu,2,,,
LSTM,SW,Sequence Only,0.4153,0.5622,0.1059,0.106,0.7215,0.1849,22.0,20.9,0f50fb19f263c430,corrpacu,3,,,
LSTM,SW,Sequence + Tabular,0.7991,0.8315,0.3121,0.2744,0.7215,0.3976,30.0,30.3,0f50fb19f263c430,corrpacu,3,,,
LSTM,SW,Sequence Only,0.4216,0.5611,0.1066,0.1058,0.7101,0.1841,29.0,27.4,0f50fb19f263c430,corrpacu,4,,,
LSTM,SW,Sequence + Tabular,0.7602,0.828,0.3117,0.2448,0.7717,0.3717,28.0,28.3,0f50fb19f263c430,corrpacu,4,,,
LSTM,SW,Sequence Only,0.3986,0.5607,0.1049,0.1054,0.7401,0.1845,35.0,32.7,0f50fb19f263c430,corrpacu,42,,,
LSTM,SW,Sequence + Tabular,0.7738,0.8261,0.3029,0.2521,0.7433,0.3765,27.0,27.1,0f50fb19f263c430,corrpacu,42,,,
LSTM,ICU,Sequence Only,0.3047,0.5413,0.1292,0.1274,0.8297,0.2209,32.0,39.4,6e09b6e8a1606e84,lat,1,,,
LSTM,ICU,Sequence + Tabular,0.7457,0.7863,0.3837,0.2709,0.6743,0.3865,26.0,35.1,6e09b6e8a1606e84,lat,1,,,
LSTM,SW,Sequence Only,0.9099,0.691,0.3602,0.5303,0.3731,0.4381,19.0,18.6,0f50fb19f263c430,lat,1,,,
LSTM,SW,Sequence + Tabular,0.8639,0.8935,0.6042,0.3831,0.7304,0.5026,39.0,41.5,0f50fb19f263c430,lat,1,,,
LSTM,ICU,Sequence Only,0.2992,0.54,0.1289,0.1273,0.8367,0.221,45.0,54.7,6e09b6e8a1606e84,lat,2,,,
LSTM,ICU,Sequence + Tabular,0.778,0.786,0.3853,0.2982,0.6419,0.4072,34.0,44.8,6e09b6e8a1606e84,lat,2,,,
LSTM,SW,Sequence Only,0.9111,0.692,0.3585,0.5414,0.3668,0.4373,18.0,17.4,0f50fb19f263c430,lat,2,,,
LSTM,SW,Sequence + Tabular,0.8603,0.894,0.6064,0.3755,0.7296,0.4958,32.0,33.8,0f50fb19f263c430,lat,2,,,
LSTM,ICU,Sequence Only,0.3018,0.5383,0.1274,0.1271,0.8312,0.2205,40.0,48.6,6e09b6e8a1606e84,lat,3,,,
LSTM,ICU,Sequence + Tabular,0.7771,0.787,0.3793,0.295,0.6305,0.402,25.0,33.4,6e09b6e8a1606e84,lat,3,,,
LSTM,SW,Sequence Only,0.9141,0.692,0.3564,0.5683,0.3652,0.4447,18.0,17.5,0f50fb19f263c430,lat,3,,,
LSTM,SW,Sequence + Tabular,0.8478,0.8952,0.6078,0.3568,0.7684,0.4873,28.0,29.6,0f50fb19f263c430,lat,3,,,
LSTM,ICU,Sequence Only,0.2434,0.5311,0.1267,0.1255,0.8994,0.2202,24.0,30.0,6e09b6e8a1606e84,lat,4,,,
LSTM,ICU,Sequence + Tabular,0.736,0.7856,0.3789,0.2653,0.6907,0.3833,27.0,36.9,6e09b6e8a1606e84,lat,4,,,
LSTM,SW,Sequence Only,0.9261,0.6942,0.3566,0.7267,0.3447,0.4676,15.0,14.8,0f50fb19f263c430,lat,4,,,
LSTM,SW,Sequence + Tabular,0.8466,0.8929,0.6047,0.3546,0.7676,0.4851,41.0,44.0,0f50fb19f263c430,lat,4,,,
LSTM,ICU,Sequence Only,0.2966,0.535,0.127,0.1263,0.8312,0.2192,25.0,31.0,6e09b6e8a1606e84,lat,42,,,
LSTM,ICU,Sequence + Tabular,0.7434,0.7901,0.3827,0.2703,0.6828,0.3873,38.0,51.3,6e09b6e8a1606e84,lat,42,,,
LSTM,SW,Sequence Only,0.9133,0.6961,0.3576,0.5611,0.3628,0.4407,18.0,17.7,0f50fb19f263c430,lat,42,,,
LSTM,SW,Sequence + Tabular,0.8476,0.8956,0.599,0.3553,0.7597,0.4841,24.0,25.6,0f50fb19f263c430,lat,42,,,
LSTM,ICU,Sequence Only,0.6997,0.5321,0.1612,0.1659,0.2435,0.1973,19.0,22.9,6e09b6e8a1606e84,old,1,,,
LSTM,ICU,Sequence + Tabular,0.7937,0.8103,0.528,0.3921,0.6547,0.4904,23.0,29.7,6e09b6e8a1606e84,old,1,,,
LSTM,SW,Sequence Only,0.8749,0.6464,0.3261,0.615,0.2638,0.3692,23.0,21.6,0f50fb19f263c430,old,1,,,
LSTM,SW,Sequence + Tabular,0.8515,0.8793,0.6131,0.4762,0.6965,0.5656,40.0,40.9,0f50fb19f263c430,old,1,,,
LSTM,ICU,Sequence Only,0.3082,0.5306,0.1614,0.1608,0.8447,0.2702,21.0,25.7,6e09b6e8a1606e84,old,2,,,
LSTM,ICU,Sequence + Tabular,0.769,0.8084,0.5251,0.3614,0.682,0.4724,20.0,26.3,6e09b6e8a1606e84,old,2,,,
LSTM,SW,Sequence Only,0.8705,0.6463,0.333,0.5705,0.2713,0.3677,34.0,32.1,0f50fb19f263c430,old,2,,,
LSTM,SW,Sequence + Tabular,0.8425,0.8789,0.615,0.4572,0.719,0.559,35.0,36.0,0f50fb19f263c430,old,2,,,
LSTM,ICU,Sequence Only,0.2781,0.5291,0.161,0.1578,0.867,0.267,16.0,19.2,6e09b6e8a1606e84,old,3,,,
LSTM,ICU,Sequence + Tabular,0.7635,0.8117,0.5277,0.3563,0.6933,0.4707,25.0,32.1,6e09b6e8a1606e84,old,3,,,
LSTM,SW,Sequence Only,0.8764,0.6429,0.3197,0.6346,0.2579,0.3668,12.0,11.2,0f50fb19f263c430,old,3,,,
LSTM,SW,Sequence + Tabular,0.839,0.8772,0.6135,0.4498,0.7185,0.5533,21.0,21.2,0f50fb19f263c430,old,3,,,
LSTM,ICU,Sequence Only,0.3286,0.5382,0.1647,0.1612,0.8151,0.2691,50.0,58.8,6e09b6e8a1606e84,old,4,,,
LSTM,ICU,Sequence + Tabular,0.8051,0.8092,0.5279,0.4062,0.6188,0.4905,32.0,40.9,6e09b6e8a1606e84,old,4,,,
LSTM,SW,Sequence Only,0.8756,0.646,0.3265,0.627,0.2568,0.3644,17.0,15.9,0f50fb19f263c430,old,4,,,
LSTM,SW,Sequence + Tabular,0.8313,0.8797,0.613,0.4372,0.7507,0.5526,27.0,27.3,0f50fb19f263c430,old,4,,,
LSTM,ICU,Sequence Only,0.2659,0.5206,0.159,0.1573,0.8814,0.2669,13.0,15.9,6e09b6e8a1606e84,old,42,,,
LSTM,ICU,Sequence + Tabular,0.7632,0.8077,0.5247,0.356,0.6941,0.4706,18.0,23.2,6e09b6e8a1606e84,old,42,,,
LSTM,SW,Sequence Only,0.8691,0.6487,0.3332,0.5581,0.2729,0.3666,19.0,17.7,0f50fb19f263c430,old,42,,,
LSTM,SW,Sequence + Tabular,0.8389,0.8797,0.6165,0.4508,0.7362,0.5592,31.0,31.3,0f50fb19f263c430,old,42,,,
LSTM,ICU,Sequence Only,0.3368,0.5498,0.1582,0.1507,0.8065,0.254,24.0,24.3,14d2082d80407129,restricted,1,,,
LSTM,ICU,Sequence + Tabular,0.7612,0.7855,0.4389,0.3244,0.6519,0.4332,22.0,24.0,14d2082d80407129,restricted,1,,,
LSTM,SW,Sequence Only,0.6843,0.6964,0.636,0.7137,0.5256,0.6054,20.0,4.0,476006eb47fe7cf9,restricted,1,,,
LSTM,SW,Sequence + Tabular,0.7354,0.8085,0.8067,0.7521,0.6349,0.6885,49.0,10.4,476006eb47fe7cf9,restricted,1,,,
LSTM,ICU,Sequence Only,0.3338,0.5444,0.1556,0.1509,0.8123,0.2545,38.0,38.0,14d2082d80407129,restricted,2,,,
LSTM,ICU,Sequence + Tabular,0.7717,0.7908,0.4408,0.3351,0.6412,0.4402,33.0,35.9,14d2082d80407129,restricted,2,,,
LSTM,SW,Sequence Only,0.6821,0.6892,0.6364,0.7088,0.5264,0.6041,27.0,5.4,476006eb47fe7cf9,restricted,2,,,
LSTM,SW,Sequence + Tabular,0.7364,0.8077,0.8065,0.7266,0.686,0.7057,43.0,9.1,476006eb47fe7cf9,restricted,2,,,
LSTM,ICU,Sequence Only,0.339,0.5486,0.1543,0.151,0.8051,0.2543,30.0,30.5,14d2082d80407129,restricted,3,,,
LSTM,ICU,Sequence + Tabular,0.7518,0.7872,0.4351,0.3157,0.6621,0.4276,21.0,23.1,14d2082d80407129,restricted,3,,,
LSTM,SW,Sequence Only,0.6843,0.6972,0.6337,0.7141,0.5248,0.605,23.0,4.6,476006eb47fe7cf9,restricted,3,,,
LSTM,SW,Sequence + Tabular,0.7339,0.8049,0.8021,0.7583,0.6202,0.6823,51.0,10.9,476006eb47fe7cf9,restricted,3,,,
LSTM,ICU,Sequence Only,0.3367,0.5519,0.1585,0.1512,0.8104,0.2549,30.0,30.6,14d2082d80407129,restricted,4,,,
LSTM,ICU,Sequence + Tabular,0.7526,0.787,0.438,0.3153,0.6553,0.4258,30.0,33.2,14d2082d80407129,restricted,4,,,
LSTM,SW,Sequence Only,0.685,0.6952,0.6359,0.7152,0.5256,0.6059,26.0,5.2,476006eb47fe7cf9,restricted,4,,,
LSTM,SW,Sequence + Tabular,0.7396,0.8098,0.8064,0.7339,0.6822,0.7071,51.0,10.9,476006eb47fe7cf9,restricted,4,,,
LSTM,ICU,Sequence Only,0.335,0.5458,0.1574,0.1511,0.8123,0.2549,28.0,28.4,14d2082d80407129,restricted,42,,,
LSTM,ICU,Sequence + Tabular,0.7526,0.7905,0.4427,0.3168,0.6636,0.4288,30.0,32.5,14d2082d80407129,restricted,42,,,
LSTM,SW,Sequence Only,0.685,0.6799,0.6232,0.7247,0.5101,0.5987,11.0,2.2,476006eb47fe7cf9,restricted,42,,,
LSTM,SW,Sequence + Tabular,0.7407,0.8099,0.8078,0.7474,0.6605,0.7012,37.0,7.8,476006eb47fe7cf9,restricted,42,,,
LR,SW,No Process,0.5296,0.5795,0.0273,0.0275,0.5682,0.0525,,0.114,0f50fb19f263c430,collapse,42,0.004,59.0,0.0223
RF,SW,No Process,0.977,0.5454,0.0321,0.0,0.0,0.0,,1.433,0f50fb19f263c430,collapse,42,0.047,59.0,0.0223
GB,SW,No Process,0.5707,0.5849,0.0404,0.028,0.526,0.0532,,8.356,0f50fb19f263c430,collapse,42,0.015,59.0,0.0223
KNN,SW,No Process,0.9769,0.5147,0.0238,0.0,0.0,0.0,,0.008,0f50fb19f263c430,collapse,42,2.884,59.0,0.0223
LR,SW,No Process,0.5296,0.5795,0.0273,0.0275,0.5682,0.0525,,0.116,0f50fb19f263c430,collapse,1,0.004,59.0,0.0223
RF,SW,No Process,0.977,0.5634,0.0363,0.0,0.0,0.0,,1.404,0f50fb19f263c430,collapse,1,0.046,59.0,0.0223
GB,SW,No Process,0.5707,0.5849,0.0404,0.028,0.526,0.0532,,8.38,0f50fb19f263c430,collapse,1,0.015,59.0,0.0223
KNN,SW,No Process,0.9769,0.5147,0.0238,0.0,0.0,0.0,,0.008,0f50fb19f263c430,collapse,1,1.219,59.0,0.0223
LR,SW,No Process,0.5296,0.5795,0.0273,0.0275,0.5682,0.0525,,0.111,0f50fb19f263c430,collapse,2,0.004,59.0,0.0223
RF,SW,No Process,0.977,0.5534,0.0329,0.0,0.0,0.0,,1.381,0f50fb19f263c430,collapse,2,0.047,59.0,0.0223
GB,SW,No Process,0.5707,0.5849,0.0404,0.028,0.526,0.0532,,8.383,0f50fb19f263c430,collapse,2,0.015,59.0,0.0223
KNN,SW,No Process,0.9769,0.5147,0.0238,0.0,0.0,0.0,,0.008,0f50fb19f263c430,collapse,2,1.216,59.0,0.0223
LR,SW,No Process,0.5296,0.5795,0.0273,0.0275,0.5682,0.0525,,0.111,0f50fb19f263c430,collapse,3,0.004,59.0,0.0223
RF,SW,No Process,0.977,0.5787,0.033,0.0,0.0,0.0,,1.416,0f50fb19f263c430,collapse,3,0.047,59.0,0.0223
GB,SW,No Process,0.5707,0.5849,0.0404,0.028,0.526,0.0532,,8.442,0f50fb19f263c430,collapse,3,0.015,59.0,0.0223
KNN,SW,No Process,0.9769,0.5147,0.0238,0.0,0.0,0.0,,0.009,0f50fb19f263c430,collapse,3,1.492,59.0,0.0223
LR,SW,No Process,0.5296,0.5795,0.0273,0.0275,0.5682,0.0525,,0.13,0f50fb19f263c430,collapse,4,0.004,59.0,0.0223
RF,SW,No Process,0.977,0.5655,0.0329,0.0,0.0,0.0,,1.452,0f50fb19f263c430,collapse,4,0.057,59.0,0.0223
GB,SW,No Process,0.5707,0.5849,0.0404,0.028,0.526,0.0532,,8.423,0f50fb19f263c430,collapse,4,0.016,59.0,0.0223
KNN,SW,No Process,0.9769,0.5147,0.0238,0.0,0.0,0.0,,0.008,0f50fb19f263c430,collapse,4,1.185,59.0,0.0223
LR,SW,With Process,0.7389,0.8485,0.1001,0.0717,0.8701,0.1325,,0.212,0f50fb19f263c430,collapse,42,0.005,76.0,0.0223
RF,SW,With Process,0.977,0.8762,0.1452,0.0,0.0,0.0,,1.448,0f50fb19f263c430,collapse,42,0.047,76.0,0.0223
GB,SW,With Process,0.854,0.8879,0.1604,0.1168,0.8182,0.2044,,13.485,0f50fb19f263c430,collapse,42,0.018,76.0,0.0223
KNN,SW,With Process,0.9767,0.5227,0.0244,0.0,0.0,0.0,,0.01,0f50fb19f263c430,collapse,42,1.378,76.0,0.0223
LR,SW,With Process,0.7389,0.8485,0.1001,0.0717,0.8701,0.1325,,0.205,0f50fb19f263c430,collapse,1,0.005,76.0,0.0223
RF,SW,With Process,0.977,0.8653,0.1393,0.0,0.0,0.0,,1.43,0f50fb19f263c430,collapse,1,0.047,76.0,0.0223
GB,SW,With Process,0.8539,0.8878,0.1604,0.1167,0.8182,0.2043,,13.483,0f50fb19f263c430,collapse,1,0.019,76.0,0.0223
KNN,SW,With Process,0.9767,0.5227,0.0244,0.0,0.0,0.0,,0.011,0f50fb19f263c430,collapse,1,1.314,76.0,0.0223
LR,SW,With Process,0.7389,0.8485,0.1001,0.0717,0.8701,0.1325,,0.209,0f50fb19f263c430,collapse,2,0.005,76.0,0.0223
RF,SW,With Process,0.977,0.8637,0.136,0.0,0.0,0.0,,1.477,0f50fb19f263c430,collapse,2,0.047,76.0,0.0223
GB,SW,With Process,0.8539,0.8876,0.1604,0.1167,0.8182,0.2043,,13.481,0f50fb19f263c430,collapse,2,0.018,76.0,0.0223
KNN,SW,With Process,0.9767,0.5227,0.0244,0.0,0.0,0.0,,0.009,0f50fb19f263c430,collapse,2,1.351,76.0,0.0223
LR,SW,With Process,0.7389,0.8485,0.1001,0.0717,0.8701,0.1325,,0.205,0f50fb19f263c430,collapse,3,0.005,76.0,0.0223
RF,SW,With Process,0.9771,0.8718,0.1393,0.0,0.0,0.0,,1.42,0f50fb19f263c430,collapse,3,0.036,76.0,0.0223
GB,SW,With Process,0.8539,0.8879,0.1604,0.1167,0.8182,0.2043,,13.412,0f50fb19f263c430,collapse,3,0.02,76.0,0.0223
KNN,SW,With Process,0.9767,0.5227,0.0244,0.0,0.0,0.0,,0.01,0f50fb19f263c430,collapse,3,1.364,76.0,0.0223
LR,SW,With Process,0.7389,0.8485,0.1001,0.0717,0.8701,0.1325,,0.206,0f50fb19f263c430,collapse,4,0.005,76.0,0.0223
RF,SW,With Process,0.977,0.8639,0.1409,0.0,0.0,0.0,,1.414,0f50fb19f263c430,collapse,4,0.047,76.0,0.0223
GB,SW,With Process,0.8539,0.8876,0.1604,0.1167,0.8182,0.2043,,13.444,0f50fb19f263c430,collapse,4,0.018,76.0,0.0223
KNN,SW,With Process,0.9767,0.5227,0.0244,0.0,0.0,0.0,,0.009,0f50fb19f263c430,collapse,4,1.36,76.0,0.0223
LR,SW,With BoW,0.7576,0.8374,0.1176,0.0732,0.8214,0.1345,,1.416,0f50fb19f263c430,collapse,42,0.021,344.0,0.0223
RF,SW,With BoW,0.9772,0.8719,0.1589,0.6667,0.0065,0.0129,,2.225,0f50fb19f263c430,collapse,42,0.06,344.0,0.0223
GB,SW,With BoW,0.8544,0.8925,0.1766,0.1175,0.8214,0.2055,,29.003,0f50fb19f263c430,collapse,42,0.042,344.0,0.0223
KNN,SW,With BoW,0.9768,0.5172,0.024,0.0,0.0,0.0,,0.033,0f50fb19f263c430,collapse,42,3.941,344.0,0.0223
LR,SW,With BoW,0.7576,0.8374,0.1176,0.0732,0.8214,0.1345,,1.414,0f50fb19f263c430,collapse,1,0.02,344.0,0.0223
RF,SW,With BoW,0.9771,0.8712,0.1606,0.5,0.0032,0.0065,,2.23,0f50fb19f263c430,collapse,1,0.062,344.0,0.0223
GB,SW,With BoW,0.8544,0.8925,0.1766,0.1175,0.8214,0.2055,,29.497,0f50fb19f263c430,collapse,1,0.047,344.0,0.0223
KNN,SW,With BoW,0.9768,0.5172,0.024,0.0,0.0,0.0,,0.034,0f50fb19f263c430,collapse,1,4.679,344.0,0.0223
LR,SW,With BoW,0.7576,0.8374,0.1176,0.0732,0.8214,0.1345,,1.608,0f50fb19f263c430,collapse,2,0.021,344.0,0.0223
RF,SW,With BoW,0.9769,0.8714,0.1482,0.0,0.0,0.0,,2.484,0f50fb19f263c430,collapse,2,0.07,344.0,0.0223
GB,SW,With BoW,0.8544,0.8925,0.1766,0.1175,0.8214,0.2055,,28.881,0f50fb19f263c430,collapse,2,0.042,344.0,0.0223
KNN,SW,With BoW,0.9768,0.5172,0.024,0.0,0.0,0.0,,0.034,0f50fb19f263c430,collapse,2,3.891,344.0,0.0223
LR,SW,With BoW,0.7576,0.8374,0.1176,0.0732,0.8214,0.1345,,1.422,0f50fb19f263c430,collapse,3,0.021,344.0,0.0223
RF,SW,With BoW,0.977,0.8749,0.1717,0.3333,0.0032,0.0064,,2.232,0f50fb19f263c430,collapse,3,0.059,344.0,0.0223
GB,SW,With BoW,0.8544,0.8925,0.1766,0.1175,0.8214,0.2055,,30.495,0f50fb19f263c430,collapse,3,0.041,344.0,0.0223
KNN,SW,With BoW,0.9768,0.5172,0.024,0.0,0.0,0.0,,0.033,0f50fb19f263c430,collapse,3,3.959,344.0,0.0223
LR,SW,With BoW,0.7576,0.8374,0.1176,0.0732,0.8214,0.1345,,1.404,0f50fb19f263c430,collapse,4,0.02,344.0,0.0223
RF,SW,With BoW,0.9771,0.8737,0.166,0.5,0.0032,0.0065,,2.214,0f50fb19f263c430,collapse,4,0.059,344.0,0.0223
GB,SW,With BoW,0.8544,0.8925,0.1766,0.1175,0.8214,0.2055,,29.422,0f50fb19f263c430,collapse,4,0.041,344.0,0.0223
KNN,SW,With BoW,0.9768,0.5172,0.024,0.0,0.0,0.0,,0.034,0f50fb19f263c430,collapse,4,4.217,344.0,0.0223
LR,SW,No Process,0.633,0.5961,0.1105,0.103,0.487,0.17,,0.114,0f50fb19f263c430,corr,42,0.004,59.0,0.0805
RF,SW,No Process,0.9228,0.5652,0.0934,0.0,0.0,0.0,,1.672,0f50fb19f263c430,corr,42,0.068,59.0,0.0805
GB,SW,No Process,0.6431,0.6109,0.1153,0.1106,0.5149,0.1821,,8.403,0f50fb19f263c430,corr,42,0.016,59.0,0.0805
KNN,SW,No Process,0.9196,0.5193,0.0812,0.1207,0.0068,0.0128,,0.008,0f50fb19f263c430,corr,42,2.936,59.0,0.0805
LR,SW,No Process,0.633,0.5961,0.1105,0.103,0.487,0.17,,0.162,0f50fb19f263c430,corr,1,0.005,59.0,0.0805
RF,SW,No Process,0.9228,0.5829,0.0994,0.0,0.0,0.0,,1.782,0f50fb19f263c430,corr,1,0.079,59.0,0.0805
GB,SW,No Process,0.6431,0.6109,0.1153,0.1106,0.5149,0.1821,,8.558,0f50fb19f263c430,corr,1,0.018,59.0,0.0805
KNN,SW,No Process,0.9196,0.5193,0.0812,0.1207,0.0068,0.0128,,0.008,0f50fb19f263c430,corr,1,1.191,59.0,0.0805
LR,SW,No Process,0.633,0.5961,0.1105,0.103,0.487,0.17,,0.11,0f50fb19f263c430,corr,2,0.004,59.0,0.0805
RF,SW,No Process,0.9228,0.5777,0.0979,0.0,0.0,0.0,,1.647,0f50fb19f263c430,corr,2,0.068,59.0,0.0805
GB,SW,No Process,0.6431,0.6109,0.1153,0.1106,0.5149,0.1821,,8.323,0f50fb19f263c430,corr,2,0.016,59.0,0.0805
KNN,SW,No Process,0.9196,0.5193,0.0812,0.1207,0.0068,0.0128,,0.008,0f50fb19f263c430,corr,2,1.196,59.0,0.0805
LR,SW,No Process,0.633,0.5961,0.1105,0.103,0.487,0.17,,0.113,0f50fb19f263c430,corr,3,0.004,59.0,0.0805
RF,SW,No Process,0.9228,0.5855,0.102,0.0,0.0,0.0,,1.661,0f50fb19f263c430,corr,3,0.068,59.0,0.0805
GB,SW,No Process,0.6431,0.6109,0.1153,0.1106,0.5149,0.1821,,8.365,0f50fb19f263c430,corr,3,0.016,59.0,0.0805
KNN,SW,No Process,0.9196,0.5193,0.0812,0.1207,0.0068,0.0128,,0.007,0f50fb19f263c430,corr,3,1.173,59.0,0.0805
LR,SW,No Process,0.633,0.5961,0.1105,0.103,0.487,0.17,,0.108,0f50fb19f263c430,corr,4,0.004,59.0,0.0805
RF,SW,No Process,0.9228,0.5718,0.0942,0.0,0.0,0.0,,1.651,0f50fb19f263c430,corr,4,0.068,59.0,0.0805
GB,SW,No Process,0.6431,0.6109,0.1153,0.1106,0.5149,0.1821,,8.384,0f50fb19f263c430,corr,4,0.017,59.0,0.0805
KNN,SW,No Process,0.9196,0.5193,0.0812,0.1207,0.0068,0.0128,,0.008,0f50fb19f263c430,corr,4,1.176,59.0,0.0805
LR,SW,With Process,0.7367,0.8058,0.2261,0.1955,0.7743,0.3122,,0.197,0f50fb19f263c430,corr,42,0.005,76.0,0.0805
RF,SW,With Process,0.923,0.8527,0.3131,0.5128,0.0386,0.0717,,1.855,0f50fb19f263c430,corr,42,0.057,76.0,0.0805
GB,SW,With Process,0.8047,0.8595,0.313,0.255,0.7965,0.3863,,13.805,0f50fb19f263c430,corr,42,0.021,76.0,0.0805
KNN,SW,With Process,0.9196,0.5505,0.089,0.1562,0.0096,0.0182,,0.01,0f50fb19f263c430,corr,42,1.626,76.0,0.0805
LR,SW,With Process,0.7367,0.8058,0.2261,0.1955,0.7743,0.3122,,0.193,0f50fb19f263c430,corr,1,0.005,76.0,0.0805
RF,SW,With Process,0.9227,0.8523,0.3114,0.4848,0.0309,0.058,,1.851,0f50fb19f263c430,corr,1,0.057,76.0,0.0805
GB,SW,With Process,0.8047,0.8595,0.313,0.255,0.7965,0.3863,,13.531,0f50fb19f263c430,corr,1,0.024,76.0,0.0805
KNN,SW,With Process,0.9196,0.5505,0.089,0.1562,0.0096,0.0182,,0.011,0f50fb19f263c430,corr,1,1.306,76.0,0.0805
LR,SW,With Process,0.7367,0.8058,0.2261,0.1955,0.7743,0.3122,,0.193,0f50fb19f263c430,corr,2,0.005,76.0,0.0805
RF,SW,With Process,0.9225,0.8521,0.3099,0.4744,0.0357,0.0664,,1.864,0f50fb19f263c430,corr,2,0.057,76.0,0.0805
GB,SW,With Process,0.8047,0.8595,0.313,0.255,0.7965,0.3863,,13.46,0f50fb19f263c430,corr,2,0.02,76.0,0.0805
KNN,SW,With Process,0.9196,0.5505,0.089,0.1562,0.0096,0.0182,,0.011,0f50fb19f263c430,corr,2,1.36,76.0,0.0805
LR,SW,With Process,0.7367,0.8058,0.2261,0.1955,0.7743,0.3122,,0.198,0f50fb19f263c430,corr,3,0.005,76.0,0.0805
RF,SW,With Process,0.9228,0.8512,0.3155,0.5,0.0338,0.0632,,1.912,0f50fb19f263c430,corr,3,0.068,76.0,0.0805
GB,SW,With Process,0.8047,0.8595,0.313,0.255,0.7965,0.3863,,13.433,0f50fb19f263c430,corr,3,0.02,76.0,0.0805
KNN,SW,With Process,0.9196,0.5505,0.089,0.1562,0.0096,0.0182,,0.009,0f50fb19f263c430,corr,3,1.325,76.0,0.0805
LR,SW,With Process,0.7367,0.8058,0.2261,0.1955,0.7743,0.3122,,0.195,0f50fb19f263c430,corr,4,0.005,76.0,0.0805
RF,SW,With Process,0.923,0.8503,0.3163,0.5147,0.0338,0.0633,,1.816,0f50fb19f263c430,corr,4,0.058,76.0,0.0805
GB,SW,With Process,0.8047,0.8595,0.313,0.255,0.7965,0.3863,,13.589,0f50fb19f263c430,corr,4,0.021,76.0,0.0805
KNN,SW,With Process,0.9196,0.5505,0.089,0.1562,0.0096,0.0182,,0.011,0f50fb19f263c430,corr,4,1.311,76.0,0.0805
LR,SW,With BoW,0.7505,0.8047,0.2291,0.2023,0.7589,0.3195,,1.135,0f50fb19f263c430,corr,42,0.021,344.0,0.0805
RF,SW,With BoW,0.9251,0.8453,0.3242,0.7344,0.0453,0.0854,,2.954,0f50fb19f263c430,corr,42,0.081,344.0,0.0805
GB,SW,With BoW,0.8057,0.8594,0.3201,0.255,0.7898,0.3855,,28.81,0f50fb19f263c430,corr,42,0.043,344.0,0.0805
